case_id,account_id,atm_id,timestamp_min,amount_inr,withdrawal_type
CASE_007303,ACC_0084793,ATM_000580,207742,61147.72,CASHOUT
CASE_007305,ACC_0052612,ATM_005994,166818,15796.96,CASHOUT
CASE_007309,ACC_0084683,ATM_003298,140851,5483.97,CASHOUT
CASE_007313,ACC_0034744,ATM_006084,159866,23354.65,AVERTED_CASHOUT
CASE_007318,ACC_0051869,ATM_000226,181455,91369.49,CASHOUT
CASE_007319,ACC_0033995,ATM_006840,41839,22426.45,CROSS_STATE_CASHOUT
CASE_007320,ACC_0007227,ATM_002722,221913,9306.16,AVERTED_CASHOUT
CASE_007321,ACC_0051786,ATM_002818,145969,77567.56,CROSS_STATE_CASHOUT
CASE_007323,ACC_0079074,ATM_001506,212724,15486.88,CROSS_STATE_CASHOUT
CASE_007325,ACC_0092944,ATM_001967,103299,95935.78,CROSS_STATE_CASHOUT
CASE_007327,ACC_0003510,ATM_004026,235487,4138.28,CASHOUT
CASE_007329,ACC_0036593,ATM_004146,181162,42561.22,CROSS_STATE_CASHOUT
CASE_007331,ACC_0027125,ATM_004661,143837,291781.22,CROSS_STATE_CASHOUT
CASE_007333,ACC_0028458,ATM_002230,125897,332873.88,CASHOUT
CASE_007335,ACC_0016687,ATM_000621,211438,52730.39,CROSS_STATE_CASHOUT
CASE_007340,ACC_0016684,ATM_005774,159768,78712.92,AVERTED_CASHOUT
CASE_007342,ACC_0042377,ATM_006656,257438,16307.93,CASHOUT
CASE_007343,ACC_0098958,ATM_004635,162085,32195.72,CROSS_STATE_CASHOUT
CASE_007344,ACC_0094959,ATM_000015,185557,16596.31,CROSS_STATE_CASHOUT
CASE_007345,ACC_0076516,ATM_003429,199623,6674.68,CROSS_STATE_CASHOUT
CASE_007346,ACC_0063082,ATM_002087,206940,170202.83,CROSS_STATE_CASHOUT
CASE_007352,ACC_0055507,ATM_003537,164969,2770.49,AVERTED_CASHOUT
CASE_007354,ACC_0035701,ATM_003057,80956,104363.78,AVERTED_CASHOUT
CASE_007355,ACC_0015968,ATM_006520,243633,107600.87,CROSS_STATE_CASHOUT
CASE_007357,ACC_0083973,ATM_000368,48918,39800.67,CASHOUT
CASE_007358,ACC_0044418,ATM_006947,145679,107070.48,CASHOUT
CASE_007361,ACC_0054143,ATM_003224,89412,66556.99,CASHOUT
CASE_007364,ACC_0072761,ATM_003730,195709,39211.54,CASHOUT
CASE_007367,ACC_0007054,ATM_002174,213102,195227.2,AVERTED_CASHOUT
CASE_007368,ACC_0068861,ATM_002779,181436,66917.25,CASHOUT
CASE_007369,ACC_0086237,ATM_001137,52345,10980.77,CASHOUT
CASE_007372,ACC_0040622,ATM_001987,100596,32775.04,CROSS_STATE_CASHOUT
CASE_007374,ACC_0023309,ATM_006133,202875,13198.64,CASHOUT
CASE_007375,ACC_0046745,ATM_004272,123301,5721.34,CASHOUT
CASE_007377,ACC_0047019,ATM_001731,33738,5526.83,CASHOUT
CASE_007378,ACC_0059615,ATM_003452,229491,3271.26,CASHOUT
CASE_007379,ACC_0023320,ATM_005308,60743,22514.97,AVERTED_CASHOUT
CASE_007387,ACC_0049464,ATM_000866,211291,23390.51,CASHOUT
CASE_007388,ACC_0053194,ATM_000514,27860,9054.35,CASHOUT
CASE_007390,ACC_0004300,ATM_006417,122350,26003.52,CROSS_STATE_CASHOUT
CASE_007391,ACC_0062656,ATM_005846,231168,34057.11,CASHOUT
CASE_007397,ACC_0040830,ATM_006895,84392,17153.62,AVERTED_CASHOUT
CASE_007399,ACC_0030488,ATM_000455,186652,101687.1,CROSS_STATE_CASHOUT
CASE_007402,ACC_0084614,ATM_001937,54667,1411.27,CASHOUT
CASE_007403,ACC_0025435,ATM_005840,72022,6133.36,AVERTED_CASHOUT
CASE_007405,ACC_0072779,ATM_005998,156878,20144.69,CROSS_STATE_CASHOUT
CASE_007411,ACC_0026061,ATM_003996,172986,47123.81,CASHOUT
CASE_007412,ACC_0054223,ATM_005999,208857,55550.97,CASHOUT
CASE_007414,ACC_0029806,ATM_001222,228080,30914.39,CASHOUT
CASE_007416,ACC_0054922,ATM_005069,83957,174366.72,CASHOUT
CASE_007417,ACC_0001873,ATM_000958,208970,14879.28,CASHOUT
CASE_007420,ACC_0009783,ATM_002199,175247,16916.19,AVERTED_CASHOUT
CASE_007422,ACC_0080600,ATM_002805,202943,8021.07,CASHOUT
CASE_007423,ACC_0022976,ATM_001393,77874,84038.83,CASHOUT
CASE_007424,ACC_0023866,ATM_006224,215112,75679.27,CASHOUT
CASE_007425,ACC_0066538,ATM_004553,116167,59281.19,CASHOUT
CASE_007427,ACC_0031448,ATM_003757,243578,6077.36,CROSS_STATE_CASHOUT
CASE_007429,ACC_0048385,ATM_004630,54584,69878.83,CASHOUT
CASE_007434,ACC_0013147,ATM_005844,208703,64296.4,CASHOUT
CASE_007435,ACC_0069502,ATM_003351,72800,15465.65,AVERTED_CASHOUT
CASE_007437,ACC_0039913,ATM_004813,220103,9295.55,CASHOUT
CASE_007439,ACC_0072568,ATM_001677,226715,7462.37,CASHOUT
CASE_007441,ACC_0016744,ATM_000965,200633,166499.64,CASHOUT
CASE_007446,ACC_0062779,ATM_002488,161199,4413.06,CASHOUT
CASE_007448,ACC_0071531,ATM_002139,59139,20277.28,AVERTED_CASHOUT
CASE_007450,ACC_0026446,ATM_001132,254735,58269.87,AVERTED_CASHOUT
CASE_007453,ACC_0054235,ATM_004527,73410,11580.1,CASHOUT
CASE_007454,ACC_0054337,ATM_002431,229273,61993.85,CASHOUT
CASE_007455,ACC_0028935,ATM_006331,127718,15812.94,CASHOUT
CASE_007459,ACC_0003862,ATM_002100,65355,38106.32,CASHOUT
CASE_007460,ACC_0098148,ATM_004722,250523,51651.08,CASHOUT
CASE_007462,ACC_0083516,ATM_001905,58313,6684.94,AVERTED_CASHOUT
CASE_007464,ACC_0020138,ATM_006635,84528,38539.73,CASHOUT
CASE_007465,ACC_0081654,ATM_003707,180479,11932.73,CROSS_STATE_CASHOUT
CASE_007466,ACC_0058035,ATM_001459,96415,20561.1,CROSS_STATE_CASHOUT
CASE_007468,ACC_0094121,ATM_006299,253848,55294.09,CASHOUT
CASE_007470,ACC_0022166,ATM_000092,1701,91180.43,CROSS_STATE_CASHOUT
CASE_007476,ACC_0091258,ATM_006664,10231,32728.86,AVERTED_CASHOUT
CASE_007479,ACC_0021158,ATM_001469,57042,24072.58,CASHOUT
CASE_007486,ACC_0010167,ATM_006864,142830,5780.03,CASHOUT
CASE_007490,ACC_0073833,ATM_006251,9563,51419.58,AVERTED_CASHOUT
CASE_007492,ACC_0050301,ATM_005651,85547,126927.89,CASHOUT
CASE_007493,ACC_0083296,ATM_005926,45915,90595.56,CASHOUT
CASE_007494,ACC_0023309,ATM_005331,51847,13638.41,CASHOUT
CASE_007495,ACC_0058759,ATM_004602,85610,20212.78,CASHOUT
CASE_007496,ACC_0032825,ATM_001753,238450,2100.0,AVERTED_CASHOUT
CASE_007498,ACC_0007213,ATM_005005,208560,97866.05,CROSS_STATE_CASHOUT
CASE_007500,ACC_0042336,ATM_002021,222522,8366.48,AVERTED_CASHOUT
CASE_007501,ACC_0044309,ATM_005601,230694,5605.34,CASHOUT
CASE_007504,ACC_0073796,ATM_003580,25085,125229.68,CASHOUT
CASE_007506,ACC_0046861,ATM_006509,158737,2189.01,CASHOUT
CASE_007507,ACC_0043906,ATM_002960,193083,9860.33,CASHOUT
CASE_007508,ACC_0044257,ATM_002895,128411,33943.34,CASHOUT
CASE_007511,ACC_0046315,ATM_004010,56456,11658.9,CASHOUT
CASE_007513,ACC_0012992,ATM_003615,82133,61116.29,CASHOUT
CASE_007514,ACC_0045436,ATM_005294,82950,128531.94,CASHOUT
CASE_007515,ACC_0035182,ATM_002051,38391,49283.15,CROSS_STATE_CASHOUT
CASE_007516,ACC_0001541,ATM_004227,49268,17097.6,CROSS_STATE_CASHOUT
CASE_007517,ACC_0000274,ATM_003835,171366,243705.83,CASHOUT
CASE_007520,ACC_0009441,ATM_005353,57710,41269.86,CROSS_STATE_CASHOUT
CASE_007522,ACC_0005815,ATM_006479,60506,24644.0,CASHOUT
CASE_007524,ACC_0051944,ATM_001293,202114,21411.45,CASHOUT
CASE_007526,ACC_0054762,ATM_005928,157113,23263.61,CASHOUT
CASE_007531,ACC_0050071,ATM_003987,134213,25513.63,CASHOUT
CASE_007534,ACC_0051599,ATM_001467,28385,26874.01,CASHOUT
CASE_007536,ACC_0033624,ATM_005000,154178,6200.17,CASHOUT
CASE_007537,ACC_0086445,ATM_000222,215164,91003.1,CASHOUT
CASE_007541,ACC_0019176,ATM_001152,152284,40049.45,CASHOUT
CASE_007542,ACC_0028327,ATM_000524,245653,18262.15,CROSS_STATE_CASHOUT
CASE_007543,ACC_0064302,ATM_003626,200922,92552.25,CROSS_STATE_CASHOUT
CASE_007548,ACC_0088072,ATM_002924,91185,4752.54,CASHOUT
CASE_007549,ACC_0039805,ATM_004315,224219,87928.4,CROSS_STATE_CASHOUT
CASE_007550,ACC_0027219,ATM_001540,144828,11422.17,CASHOUT
CASE_007551,ACC_0005367,ATM_004353,118421,2471.77,CROSS_STATE_CASHOUT
CASE_007553,ACC_0047800,ATM_004128,232404,116929.21,CASHOUT
CASE_007555,ACC_0015271,ATM_003692,27710,5535.7,CASHOUT
CASE_007556,ACC_0043354,ATM_002164,60700,3546.08,AVERTED_CASHOUT
CASE_007558,ACC_0006849,ATM_001713,238086,39847.88,CASHOUT
CASE_007559,ACC_0062630,ATM_005472,240341,42000.92,CROSS_STATE_CASHOUT
CASE_007562,ACC_0001805,ATM_001165,230163,4217.04,AVERTED_CASHOUT
CASE_007564,ACC_0042100,ATM_005589,244266,22751.06,CASHOUT
CASE_007566,ACC_0052799,ATM_002252,25731,48670.37,CROSS_STATE_CASHOUT
CASE_007567,ACC_0000004,ATM_004657,224952,30691.99,AVERTED_CASHOUT
CASE_007568,ACC_0005996,ATM_003391,222174,26491.18,CASHOUT
CASE_007570,ACC_0004252,ATM_004717,65176,55038.99,AVERTED_CASHOUT
CASE_007571,ACC_0056333,ATM_005275,129402,17113.93,AVERTED_CASHOUT
CASE_007575,ACC_0093950,ATM_006658,255235,54578.97,CASHOUT
CASE_007578,ACC_0021902,ATM_006606,23517,53323.08,CASHOUT
CASE_007579,ACC_0033667,ATM_002505,243179,18444.02,CROSS_STATE_CASHOUT
CASE_007581,ACC_0007543,ATM_000015,170552,12568.22,AVERTED_CASHOUT
CASE_007585,ACC_0098300,ATM_001540,164712,6380.21,CASHOUT
CASE_007586,ACC_0011676,ATM_002285,225822,30685.45,CASHOUT
CASE_007589,ACC_0017902,ATM_001429,30477,39562.37,CASHOUT
CASE_007590,ACC_0020844,ATM_000427,110992,93383.86,CASHOUT
CASE_007595,ACC_0083702,ATM_005344,256541,24611.19,CROSS_STATE_CASHOUT
CASE_007600,ACC_0051869,ATM_005053,21383,71139.38,CASHOUT
CASE_007601,ACC_0011116,ATM_002082,208642,197970.26,CROSS_STATE_CASHOUT
CASE_007602,ACC_0077498,ATM_005820,257953,19992.72,CASHOUT
CASE_007604,ACC_0034354,ATM_000308,177792,10884.47,CROSS_STATE_CASHOUT
CASE_007606,ACC_0038610,ATM_004807,150083,10882.69,CASHOUT
CASE_007607,ACC_0048460,ATM_003313,52679,130873.32,CASHOUT
CASE_007608,ACC_0077313,ATM_002933,115741,8477.7,CROSS_STATE_CASHOUT
CASE_007612,ACC_0020185,ATM_002117,32141,23428.57,AVERTED_CASHOUT
CASE_007614,ACC_0013347,ATM_005087,235458,12683.41,CROSS_STATE_CASHOUT
CASE_007616,ACC_0003266,ATM_001956,209676,375122.83,CASHOUT
CASE_007620,ACC_0029402,ATM_004361,189742,33042.79,AVERTED_CASHOUT
CASE_007622,ACC_0072631,ATM_004916,101947,3695.74,CASHOUT
CASE_007623,ACC_0025522,ATM_003563,186541,217818.96,AVERTED_CASHOUT
CASE_007629,ACC_0076130,ATM_004369,10068,19814.98,AVERTED_CASHOUT
CASE_007631,ACC_0096598,ATM_003395,153832,17776.38,CASHOUT
CASE_007633,ACC_0074210,ATM_003676,12679,25970.42,CASHOUT
CASE_007634,ACC_0026668,ATM_000589,220045,149089.15,CASHOUT
CASE_007635,ACC_0051103,ATM_005877,89835,135812.38,CROSS_STATE_CASHOUT
CASE_007638,ACC_0031619,ATM_000007,97203,74348.99,CROSS_STATE_CASHOUT
CASE_007640,ACC_0081514,ATM_000271,74836,13453.18,CASHOUT
CASE_007641,ACC_0022414,ATM_006629,161398,221598.54,CROSS_STATE_CASHOUT
CASE_007642,ACC_0096618,ATM_001795,160970,44635.16,CASHOUT
CASE_007645,ACC_0013514,ATM_005126,69370,260432.47,CASHOUT
CASE_007648,ACC_0058270,ATM_004682,27633,325754.51,CASHOUT
CASE_007651,ACC_0003973,ATM_005202,215318,891842.44,CROSS_STATE_CASHOUT
CASE_007653,ACC_0095188,ATM_006626,160126,9668.54,AVERTED_CASHOUT
CASE_007654,ACC_0066456,ATM_002598,233303,47827.84,CROSS_STATE_CASHOUT
CASE_007656,ACC_0061509,ATM_003442,217340,364153.0,CASHOUT
CASE_007658,ACC_0054219,ATM_006395,220966,26272.11,CASHOUT
CASE_007659,ACC_0077982,ATM_006741,97974,18086.65,CASHOUT
CASE_007660,ACC_0045391,ATM_003597,399,56182.12,AVERTED_CASHOUT
CASE_007661,ACC_0072985,ATM_004395,25074,71265.03,CASHOUT
CASE_007662,ACC_0031285,ATM_003455,130395,37934.86,CROSS_STATE_CASHOUT
CASE_007665,ACC_0078920,ATM_001807,2368,32724.8,CASHOUT
CASE_007667,ACC_0089153,ATM_006168,198675,194386.08,CROSS_STATE_CASHOUT
CASE_007669,ACC_0005158,ATM_006041,41854,76299.74,CASHOUT
CASE_007671,ACC_0064598,ATM_004993,80567,47471.35,CROSS_STATE_CASHOUT
CASE_007673,ACC_0055235,ATM_004703,175974,250434.34,AVERTED_CASHOUT
CASE_007674,ACC_0093510,ATM_000862,14544,7917.06,CASHOUT
CASE_007675,ACC_0093947,ATM_001460,77630,59920.0,CASHOUT
CASE_007676,ACC_0010820,ATM_005249,37995,7197.26,AVERTED_CASHOUT
CASE_007677,ACC_0090700,ATM_003432,256386,12292.14,CASHOUT
CASE_007678,ACC_0079615,ATM_005946,152295,5262.43,CASHOUT
CASE_007684,ACC_0003289,ATM_006278,249312,10551.55,AVERTED_CASHOUT
CASE_007685,ACC_0066842,ATM_000044,215101,36910.26,CASHOUT
CASE_007688,ACC_0046717,ATM_003628,79018,17093.46,CROSS_STATE_CASHOUT
CASE_007691,ACC_0047987,ATM_000470,193099,32282.7,AVERTED_CASHOUT
CASE_007694,ACC_0047715,ATM_003872,167719,62126.47,CROSS_STATE_CASHOUT
CASE_007695,ACC_0008618,ATM_004014,114713,17077.76,CASHOUT
CASE_007697,ACC_0005488,ATM_003726,141340,128771.92,CASHOUT
CASE_007700,ACC_0041244,ATM_001280,55353,36485.86,AVERTED_CASHOUT
CASE_007702,ACC_0023843,ATM_004230,26682,16692.34,CROSS_STATE_CASHOUT
CASE_007706,ACC_0014260,ATM_002266,113154,48436.3,CASHOUT
CASE_007707,ACC_0031973,ATM_005555,82338,153845.33,CASHOUT
CASE_007708,ACC_0000514,ATM_002030,223395,10682.62,CASHOUT
CASE_007709,ACC_0090795,ATM_001438,150654,2930.64,CROSS_STATE_CASHOUT
CASE_007711,ACC_0051297,ATM_003553,236389,34260.38,CASHOUT
CASE_007712,ACC_0067403,ATM_005566,61078,211887.4,CASHOUT
CASE_007713,ACC_0007200,ATM_002628,57684,8996.0,AVERTED_CASHOUT
CASE_007714,ACC_0074089,ATM_006508,230627,27745.71,CASHOUT
CASE_007715,ACC_0030010,ATM_001104,131525,140523.74,CASHOUT
CASE_007717,ACC_0029722,ATM_003096,91833,120825.85,CASHOUT
CASE_007718,ACC_0063796,ATM_001511,173418,76782.24,CROSS_STATE_CASHOUT
CASE_007719,ACC_0043906,ATM_001625,117602,202957.78,CASHOUT
CASE_007722,ACC_0043424,ATM_006190,29093,1924823.35,CASHOUT
CASE_007723,ACC_0058142,ATM_004844,65479,28845.59,CROSS_STATE_CASHOUT
CASE_007726,ACC_0066479,ATM_001403,24288,5518.42,CASHOUT
CASE_007729,ACC_0020190,ATM_000983,124295,2100.0,CROSS_STATE_CASHOUT
CASE_007730,ACC_0075749,ATM_005507,215246,36943.49,CROSS_STATE_CASHOUT
CASE_007733,ACC_0002609,ATM_004255,28270,497692.33,AVERTED_CASHOUT
CASE_007734,ACC_0017319,ATM_006426,53436,1812.57,CASHOUT
CASE_007735,ACC_0014823,ATM_004372,166935,182543.58,CASHOUT
CASE_007738,ACC_0032471,ATM_000099,241774,28178.33,CASHOUT
CASE_007740,ACC_0034812,ATM_006604,245063,7541.86,AVERTED_CASHOUT
CASE_007744,ACC_0076130,ATM_000688,65863,3979.09,CROSS_STATE_CASHOUT
CASE_007746,ACC_0001761,ATM_002456,48207,1421.99,CASHOUT
CASE_007749,ACC_0033226,ATM_003620,198588,125259.7,CASHOUT
CASE_007751,ACC_0014319,ATM_003323,83876,8731.06,CASHOUT
CASE_007752,ACC_0050744,ATM_004203,151128,144190.68,CASHOUT
CASE_007753,ACC_0004738,ATM_002298,35626,10402.88,CROSS_STATE_CASHOUT
CASE_007754,ACC_0001056,ATM_005367,47921,25636.02,CASHOUT
CASE_007756,ACC_0097324,ATM_005604,12422,86999.04,AVERTED_CASHOUT
CASE_007757,ACC_0053178,ATM_004245,201890,6729.24,CASHOUT
CASE_007759,ACC_0095244,ATM_004784,180057,80046.33,AVERTED_CASHOUT
CASE_007767,ACC_0005017,ATM_005832,98867,6751.81,CASHOUT
CASE_007770,ACC_0074096,ATM_006421,9383,34205.79,CASHOUT
CASE_007772,ACC_0025063,ATM_001987,165204,11151.2,CASHOUT
CASE_007773,ACC_0099449,ATM_002162,24030,20437.05,CASHOUT
CASE_007775,ACC_0080508,ATM_001177,19337,25404.91,CASHOUT
CASE_007777,ACC_0065966,ATM_003023,163528,36534.47,CASHOUT
CASE_007778,ACC_0030738,ATM_002402,241824,39059.23,CROSS_STATE_CASHOUT
CASE_007781,ACC_0025522,ATM_001580,182839,12724.15,CASHOUT
CASE_007783,ACC_0058759,ATM_002846,222856,98325.41,CASHOUT
CASE_007784,ACC_0099670,ATM_000522,111730,268463.07,CASHOUT
CASE_007785,ACC_0041855,ATM_002817,20082,20909.77,CASHOUT
CASE_007787,ACC_0031448,ATM_006371,105798,40149.68,AVERTED_CASHOUT
CASE_007788,ACC_0032436,ATM_001287,48844,162689.88,CASHOUT
CASE_007792,ACC_0016207,ATM_005640,80681,228739.48,CROSS_STATE_CASHOUT
CASE_007796,ACC_0032471,ATM_002790,240300,113655.13,AVERTED_CASHOUT
CASE_007797,ACC_0037029,ATM_006649,255701,33593.35,CASHOUT
CASE_007800,ACC_0056674,ATM_004079,126783,31186.44,AVERTED_CASHOUT
CASE_007801,ACC_0010599,ATM_001285,146731,1360427.17,CASHOUT
CASE_007807,ACC_0027296,ATM_005092,234435,14501.85,CASHOUT
CASE_007808,ACC_0097468,ATM_000768,9321,78306.98,CASHOUT
CASE_007809,ACC_0068951,ATM_002620,99894,208653.34,CASHOUT
CASE_007810,ACC_0006702,ATM_003259,130294,41026.42,CASHOUT
CASE_007813,ACC_0010203,ATM_002038,232628,326282.72,CASHOUT
CASE_007814,ACC_0080484,ATM_004410,89237,26935.65,CASHOUT
CASE_007815,ACC_0011790,ATM_002723,17483,145130.93,CROSS_STATE_CASHOUT
CASE_007816,ACC_0000326,ATM_006262,24432,17710.22,CROSS_STATE_CASHOUT
CASE_007817,ACC_0079854,ATM_002396,12250,83326.29,CASHOUT
CASE_007818,ACC_0054762,ATM_001834,147836,35634.91,AVERTED_CASHOUT
CASE_007820,ACC_0095877,ATM_003605,151416,11285.5,CROSS_STATE_CASHOUT
CASE_007821,ACC_0076790,ATM_004949,247345,57015.99,CASHOUT
CASE_007823,ACC_0052434,ATM_006547,179591,163328.68,AVERTED_CASHOUT
CASE_007826,ACC_0046599,ATM_005536,157021,25296.13,CASHOUT
CASE_007828,ACC_0057658,ATM_002934,96408,31065.58,CASHOUT
CASE_007829,ACC_0087045,ATM_006911,141814,11475.42,CASHOUT
CASE_007831,ACC_0029544,ATM_000022,120622,60703.68,CROSS_STATE_CASHOUT
CASE_007837,ACC_0039305,ATM_004308,33449,52165.12,CASHOUT
CASE_007838,ACC_0019374,ATM_001553,254113,8957.75,CASHOUT
CASE_007839,ACC_0005347,ATM_003883,189429,58283.02,CASHOUT
CASE_007840,ACC_0055078,ATM_002261,216778,11313.36,CROSS_STATE_CASHOUT
CASE_007841,ACC_0075023,ATM_004985,257649,49321.62,CASHOUT
CASE_007842,ACC_0088165,ATM_005331,45648,5188.43,AVERTED_CASHOUT
CASE_007843,ACC_0060524,ATM_003975,79445,6130.37,CASHOUT
CASE_007844,ACC_0008391,ATM_001622,194907,28741.82,CASHOUT
CASE_007846,ACC_0038845,ATM_004619,92741,109834.39,CASHOUT
CASE_007847,ACC_0041249,ATM_001207,118549,121241.38,CASHOUT
CASE_007848,ACC_0080197,ATM_003890,9642,57218.92,CASHOUT
CASE_007849,ACC_0026516,ATM_000149,23843,13065.86,CASHOUT
CASE_007850,ACC_0084683,ATM_003591,110883,14978.17,AVERTED_CASHOUT
CASE_007851,ACC_0074931,ATM_003770,203630,45501.08,CASHOUT
CASE_007853,ACC_0010838,ATM_001493,238969,6359.0,CASHOUT
CASE_007854,ACC_0090189,ATM_004029,203830,59395.93,CASHOUT
CASE_007855,ACC_0048998,ATM_001648,12571,8939.4,CASHOUT
CASE_007858,ACC_0016550,ATM_000935,168002,151777.65,CROSS_STATE_CASHOUT
CASE_007862,ACC_0020574,ATM_005231,193851,50792.29,CROSS_STATE_CASHOUT
CASE_007863,ACC_0014021,ATM_004015,15902,159931.65,CASHOUT
CASE_007864,ACC_0008676,ATM_002423,54429,11432.8,CASHOUT
CASE_007866,ACC_0013523,ATM_005038,35211,20703.01,CASHOUT
CASE_007867,ACC_0046334,ATM_001640,115533,217319.63,CASHOUT
CASE_007870,ACC_0023309,ATM_003577,120699,192363.98,CROSS_STATE_CASHOUT
CASE_007874,ACC_0089845,ATM_001639,247576,11872.54,CASHOUT
CASE_007876,ACC_0073560,ATM_001599,16450,9354.72,CASHOUT
CASE_007879,ACC_0023206,ATM_002280,139316,242183.38,CASHOUT
CASE_007880,ACC_0072985,ATM_005219,180303,15208.29,CASHOUT
CASE_007881,ACC_0099593,ATM_005102,88284,180960.17,CROSS_STATE_CASHOUT
CASE_007882,ACC_0065816,ATM_006721,60390,17280.14,CROSS_STATE_CASHOUT
CASE_007883,ACC_0008789,ATM_003509,147107,60861.81,CROSS_STATE_CASHOUT
CASE_007884,ACC_0074138,ATM_003861,246459,19265.62,CASHOUT
CASE_007885,ACC_0060021,ATM_005461,158630,87389.26,CASHOUT
CASE_007888,ACC_0022751,ATM_002465,4842,136376.86,CROSS_STATE_CASHOUT
CASE_007890,ACC_0012857,ATM_001425,98602,215231.14,CASHOUT
CASE_007892,ACC_0017837,ATM_006284,169497,94468.68,CASHOUT
CASE_007896,ACC_0002936,ATM_006780,141841,6306.35,CROSS_STATE_CASHOUT
CASE_007897,ACC_0026411,ATM_004358,191111,32334.27,CASHOUT
CASE_007898,ACC_0012679,ATM_005747,47597,73385.9,CROSS_STATE_CASHOUT
CASE_007899,ACC_0017804,ATM_001820,56588,64871.12,CASHOUT
CASE_007900,ACC_0058033,ATM_003475,223022,55728.4,CROSS_STATE_CASHOUT
CASE_007905,ACC_0037836,ATM_003053,165705,101366.41,CASHOUT
CASE_007912,ACC_0041297,ATM_001717,31991,23326.4,CASHOUT
CASE_007915,ACC_0078760,ATM_000803,67747,39370.9,AVERTED_CASHOUT
CASE_007916,ACC_0058983,ATM_003880,230026,16506.2,CROSS_STATE_CASHOUT
CASE_007917,ACC_0020190,ATM_003537,185652,65791.31,CASHOUT
CASE_007918,ACC_0058139,ATM_001869,131280,47994.01,AVERTED_CASHOUT
CASE_007919,ACC_0055214,ATM_005803,189047,9918.48,CROSS_STATE_CASHOUT
CASE_007922,ACC_0090806,ATM_003417,117153,83133.82,CASHOUT
CASE_007924,ACC_0071321,ATM_004048,75462,11533.5,CASHOUT
CASE_007925,ACC_0068284,ATM_001178,58684,28775.43,AVERTED_CASHOUT
CASE_007930,ACC_0062712,ATM_006616,247165,9856.87,CASHOUT
CASE_007931,ACC_0093434,ATM_004218,149435,4385.86,CROSS_STATE_CASHOUT
CASE_007933,ACC_0009069,ATM_002068,234000,23149.65,CASHOUT
CASE_007935,ACC_0032505,ATM_003517,220783,4197.93,CASHOUT
CASE_007936,ACC_0079484,ATM_001168,96821,16502.22,CASHOUT
CASE_007937,ACC_0024507,ATM_005855,141407,19035.96,CASHOUT
CASE_007942,ACC_0020962,ATM_002465,142737,33802.78,CASHOUT
CASE_007943,ACC_0049419,ATM_005059,226865,28375.71,CROSS_STATE_CASHOUT
CASE_007945,ACC_0073298,ATM_005041,193605,29280.99,CASHOUT
CASE_007948,ACC_0078142,ATM_003858,137555,7358.4,CASHOUT
CASE_007951,ACC_0003859,ATM_005001,22237,25372.63,CASHOUT
CASE_007952,ACC_0067201,ATM_003922,239822,12229.87,CASHOUT
CASE_007954,ACC_0018175,ATM_003909,118383,44934.28,CASHOUT
CASE_007955,ACC_0009764,ATM_003395,207983,18931.99,CASHOUT
CASE_007957,ACC_0031451,ATM_002029,190854,36166.81,CASHOUT
CASE_007962,ACC_0097488,ATM_000871,117965,3009.28,AVERTED_CASHOUT
CASE_007965,ACC_0046745,ATM_005208,257578,18081.25,CASHOUT
CASE_007967,ACC_0083267,ATM_003070,98642,3187.96,CASHOUT
CASE_007968,ACC_0073260,ATM_002745,190351,31598.0,CROSS_STATE_CASHOUT
CASE_007970,ACC_0071337,ATM_003895,158757,89710.69,CASHOUT
CASE_007976,ACC_0044390,ATM_004311,189942,30719.22,CROSS_STATE_CASHOUT
CASE_007979,ACC_0077300,ATM_001937,103216,14405.22,AVERTED_CASHOUT
CASE_007981,ACC_0057172,ATM_003325,178685,18191.85,CASHOUT
CASE_007982,ACC_0063813,ATM_002607,113819,6912.37,CROSS_STATE_CASHOUT
CASE_007984,ACC_0005549,ATM_002194,31990,22861.42,CASHOUT
CASE_007985,ACC_0007881,ATM_003910,170965,3964.29,CASHOUT
CASE_007986,ACC_0055510,ATM_003582,85103,49762.29,CASHOUT
CASE_007987,ACC_0007091,ATM_001771,204664,2100.0,CROSS_STATE_CASHOUT
CASE_007989,ACC_0044098,ATM_005243,73363,498336.5,CROSS_STATE_CASHOUT
CASE_007990,ACC_0017319,ATM_006607,176167,2412.78,CASHOUT
CASE_007992,ACC_0097080,ATM_006258,173721,16897.42,CASHOUT
CASE_007997,ACC_0055235,ATM_004782,233396,84091.81,CASHOUT
CASE_007998,ACC_0007377,ATM_000644,118555,16483.74,CROSS_STATE_CASHOUT
CASE_008000,ACC_0008094,ATM_000757,213287,20851.22,CASHOUT
CASE_008001,ACC_0077731,ATM_002506,191086,22077.98,CASHOUT
CASE_008003,ACC_0093348,ATM_002011,196020,77795.49,CASHOUT
CASE_008005,ACC_0055036,ATM_005790,8100,22797.26,CROSS_STATE_CASHOUT
CASE_008009,ACC_0032798,ATM_006489,146436,10127.0,AVERTED_CASHOUT
CASE_008010,ACC_0072900,ATM_005271,180614,28604.34,CROSS_STATE_CASHOUT
CASE_008011,ACC_0058492,ATM_000724,225891,32600.78,CROSS_STATE_CASHOUT
CASE_008012,ACC_0001134,ATM_005568,187146,154528.4,CASHOUT
CASE_008015,ACC_0065225,ATM_002459,5261,18222.03,CROSS_STATE_CASHOUT
CASE_008025,ACC_0016207,ATM_006539,254074,58307.78,CASHOUT
