case_id,strategy,crime_type,origin_city,origin_state,reported_amount_inr,start_timestamp_min,adaptive_event
CASE_008184,MULTI_HOP,JOB_FRAUD,Chennai,Tamil Nadu,10662.12,174191,0
CASE_008185,DIRECT_CASHOUT,INVESTMENT_FRAUD,Chennai,Tamil Nadu,15706.09,30108,0
CASE_008186,FAN_IN,PHISHING,Nashik,Maharashtra,81802.52,201896,0
CASE_008187,CROSS_BORDER,JOB_FRAUD,Nagpur,Maharashtra,36568.53,192054,0
CASE_008188,DIRECT_CASHOUT,REMOTE_ACCESS,Nashik,Maharashtra,29426.73,94248,0
CASE_008189,DIGITAL_ASSET,INVESTMENT_FRAUD,Kolkata,West Bengal,7588.34,13326,0
CASE_008190,DIGITAL_ASSET,DIGITAL_ARREST,Bengaluru,Karnataka,114827.86,221611,0
CASE_008191,DIRECT_CASHOUT,UPI_FRAUD,Nagpur,Maharashtra,149926.25,147153,0
CASE_008192,CROSS_BORDER,PHISHING,Hyderabad,Telangana,369915.36,124896,0
CASE_008193,FAN_IN,INVESTMENT_FRAUD,Nagpur,Maharashtra,17841.77,177324,0
CASE_008194,CROSS_BORDER,PHISHING,Kolkata,West Bengal,6424.48,75690,0
CASE_008195,CROSS_BORDER,JOB_FRAUD,Bengaluru,Karnataka,117470.79,194536,0
CASE_008196,CROSS_STATE,JOB_FRAUD,Chennai,Tamil Nadu,44740.56,86331,0
CASE_008197,MULTI_HOP,UPI_FRAUD,Nashik,Maharashtra,117833.91,162186,0
CASE_008198,CROSS_STATE,DIGITAL_ARREST,Chennai,Tamil Nadu,4467.1,89294,0
CASE_008199,ADAPTIVE,INVESTMENT_FRAUD,Hyderabad,Telangana,282154.55,33272,1
CASE_008200,MULTI_HOP,PHISHING,Ahmedabad,Gujarat,53682.04,29664,0
CASE_008201,MULTI_HOP,JOB_FRAUD,Delhi,Delhi,22252.78,24283,0
CASE_008202,MULTI_HOP,PHISHING,Chennai,Tamil Nadu,48797.59,172583,0
CASE_008203,FAN_IN,UPI_FRAUD,Mumbai,Maharashtra,18022.12,194734,0
CASE_008204,MULTI_HOP,ROMANCE_FRAUD,Nashik,Maharashtra,98010.48,165173,0
CASE_008205,DIRECT_CASHOUT,JOB_FRAUD,Hyderabad,Telangana,9969.32,70378,0
CASE_008206,FAN_OUT,PHISHING,Ahmedabad,Gujarat,23400.58,70964,0
CASE_008207,MULTI_HOP,JOB_FRAUD,Nashik,Maharashtra,38276.55,122390,0
CASE_008208,CROSS_STATE,JOB_FRAUD,Pune,Maharashtra,48958.4,127160,0
CASE_008209,CROSS_STATE,UPI_FRAUD,Ahmedabad,Gujarat,20601.03,203434,0
CASE_008210,DIGITAL_ASSET,UPI_FRAUD,Chennai,Tamil Nadu,171047.53,11984,0
CASE_008211,ADAPTIVE,INVESTMENT_FRAUD,Nagpur,Maharashtra,8281.67,60340,1
CASE_008212,CROSS_STATE,PHISHING,Nagpur,Maharashtra,380840.72,249939,0
CASE_008213,FAN_IN,JOB_FRAUD,Kolkata,West Bengal,33434.77,9635,0
CASE_008214,FAN_OUT,UPI_FRAUD,Nashik,Maharashtra,133793.49,52063,0
CASE_008215,FAN_OUT,JOB_FRAUD,Ahmedabad,Gujarat,11886.74,105015,0
CASE_008216,DIGITAL_ASSET,INVESTMENT_FRAUD,Chennai,Tamil Nadu,6633.01,86904,0
CASE_008217,MULTI_HOP,INVESTMENT_FRAUD,Delhi,Delhi,120996.03,152746,0
CASE_008218,FAN_OUT,INVESTMENT_FRAUD,Pune,Maharashtra,38183.9,87294,0
CASE_008219,CROSS_STATE,REMOTE_ACCESS,Kolkata,West Bengal,247975.23,52948,0
CASE_008220,DIGITAL_ASSET,PHISHING,Nashik,Maharashtra,5652.35,39165,0
CASE_008221,FAN_OUT,ROMANCE_FRAUD,Pune,Maharashtra,27916.88,140826,0
CASE_008222,MULTI_HOP,INVESTMENT_FRAUD,Hyderabad,Telangana,37813.55,210855,0
CASE_008223,DIRECT_CASHOUT,ROMANCE_FRAUD,Hyderabad,Telangana,14268.02,102696,0
CASE_008224,MULTI_HOP,JOB_FRAUD,Pune,Maharashtra,25072.51,203417,0
CASE_008225,CROSS_BORDER,JOB_FRAUD,Chennai,Tamil Nadu,38595.02,41105,0
CASE_008226,MULTI_HOP,UPI_FRAUD,Nashik,Maharashtra,28107.91,50152,0
CASE_008227,MULTI_HOP,REMOTE_ACCESS,Ahmedabad,Gujarat,20508.7,123266,0
CASE_008228,FAN_OUT,UPI_FRAUD,Bengaluru,Karnataka,23996.41,166293,0
CASE_008229,DIRECT_CASHOUT,INVESTMENT_FRAUD,Chennai,Tamil Nadu,29460.0,255711,0
CASE_008230,FAN_OUT,ROMANCE_FRAUD,Hyderabad,Telangana,38878.84,110266,0
CASE_008231,CROSS_STATE,PHISHING,Pune,Maharashtra,426849.79,185880,0
CASE_008232,DIRECT_CASHOUT,ROMANCE_FRAUD,Chennai,Tamil Nadu,13460.27,161002,0
CASE_008233,CROSS_STATE,PHISHING,Mumbai,Maharashtra,104403.94,122734,0
CASE_008234,MULTI_HOP,JOB_FRAUD,Kolkata,West Bengal,705598.72,27836,0
CASE_008235,FAN_IN,INVESTMENT_FRAUD,Ahmedabad,Gujarat,1468235.83,102650,0
CASE_008236,FAN_IN,REMOTE_ACCESS,Kolkata,West Bengal,489800.1,201260,0
CASE_008237,FAN_OUT,REMOTE_ACCESS,Ahmedabad,Gujarat,71056.09,214488,0
CASE_008238,DIGITAL_ASSET,DIGITAL_ARREST,Bengaluru,Karnataka,3000000.0,244151,0
CASE_008239,CROSS_BORDER,DIGITAL_ARREST,Bengaluru,Karnataka,40713.31,40515,0
CASE_008240,FAN_IN,PHISHING,Nagpur,Maharashtra,44092.47,130384,0
CASE_008241,FAN_OUT,PHISHING,Nashik,Maharashtra,61078.18,239840,0
CASE_008242,CROSS_STATE,REMOTE_ACCESS,Mumbai,Maharashtra,14412.24,114654,0
CASE_008243,CROSS_STATE,DIGITAL_ARREST,Chennai,Tamil Nadu,171522.7,252004,0
CASE_008244,MULTI_HOP,DIGITAL_ARREST,Nagpur,Maharashtra,116665.92,198263,0
CASE_008245,MULTI_HOP,JOB_FRAUD,Ahmedabad,Gujarat,76046.9,190246,0
CASE_008246,DIGITAL_ASSET,REMOTE_ACCESS,Chennai,Tamil Nadu,12454.48,70540,0
CASE_008247,CROSS_STATE,INVESTMENT_FRAUD,Hyderabad,Telangana,108641.65,243271,0
CASE_008248,DIRECT_CASHOUT,INVESTMENT_FRAUD,Kolkata,West Bengal,325676.31,210202,0
CASE_008249,MULTI_HOP,UPI_FRAUD,Nagpur,Maharashtra,285629.91,191346,0
CASE_008250,ADAPTIVE,UPI_FRAUD,Mumbai,Maharashtra,156827.44,213722,1
CASE_008251,FAN_OUT,INVESTMENT_FRAUD,Hyderabad,Telangana,14250.72,11046,0
CASE_008252,DIGITAL_ASSET,UPI_FRAUD,Chennai,Tamil Nadu,53477.07,62247,0
CASE_008253,ADAPTIVE,REMOTE_ACCESS,Chennai,Tamil Nadu,17547.31,86048,1
CASE_008254,MULTI_HOP,REMOTE_ACCESS,Nashik,Maharashtra,82721.48,162984,0
CASE_008255,FAN_IN,PHISHING,Hyderabad,Telangana,34289.75,59896,0
CASE_008256,FAN_IN,PHISHING,Kolkata,West Bengal,71801.24,236573,0
CASE_008257,MULTI_HOP,JOB_FRAUD,Delhi,Delhi,12740.67,166446,0
CASE_008258,MULTI_HOP,DIGITAL_ARREST,Hyderabad,Telangana,15376.39,185407,0
CASE_008259,DIGITAL_ASSET,JOB_FRAUD,Pune,Maharashtra,48383.4,197001,0
CASE_008260,CROSS_BORDER,JOB_FRAUD,Nagpur,Maharashtra,9766.67,148483,0
CASE_008261,FAN_IN,INVESTMENT_FRAUD,Mumbai,Maharashtra,15571.38,22275,0
CASE_008262,DIRECT_CASHOUT,DIGITAL_ARREST,Delhi,Delhi,125033.56,246102,0
CASE_008263,MULTI_HOP,DIGITAL_ARREST,Nashik,Maharashtra,10930.34,150733,0
CASE_008264,FAN_OUT,DIGITAL_ARREST,Delhi,Delhi,16766.24,100120,0
CASE_008265,MULTI_HOP,INVESTMENT_FRAUD,Delhi,Delhi,78192.64,242925,0
CASE_008266,FAN_OUT,INVESTMENT_FRAUD,Pune,Maharashtra,44937.9,216155,0
CASE_008267,MULTI_HOP,PHISHING,Pune,Maharashtra,176646.69,192626,0
CASE_008268,MULTI_HOP,REMOTE_ACCESS,Ahmedabad,Gujarat,88915.87,204713,0
CASE_008269,MULTI_HOP,ROMANCE_FRAUD,Delhi,Delhi,18537.17,238682,0
CASE_008270,FAN_IN,PHISHING,Nashik,Maharashtra,153027.65,181761,0
CASE_008271,MULTI_HOP,DIGITAL_ARREST,Bengaluru,Karnataka,63012.49,70698,0
CASE_008272,MULTI_HOP,REMOTE_ACCESS,Nagpur,Maharashtra,26820.67,203290,0
CASE_008273,CROSS_STATE,INVESTMENT_FRAUD,Pune,Maharashtra,35254.47,93423,0
CASE_008274,FAN_IN,ROMANCE_FRAUD,Nashik,Maharashtra,86680.95,174341,0
CASE_008275,CROSS_STATE,REMOTE_ACCESS,Delhi,Delhi,204933.42,200639,0
CASE_008276,FAN_IN,PHISHING,Mumbai,Maharashtra,130563.55,69139,0
CASE_008277,ADAPTIVE,JOB_FRAUD,Mumbai,Maharashtra,28795.48,175593,1
CASE_008278,DIGITAL_ASSET,INVESTMENT_FRAUD,Hyderabad,Telangana,158287.23,126276,0
CASE_008279,MULTI_HOP,PHISHING,Hyderabad,Telangana,7131.6,53119,0
CASE_008280,MULTI_HOP,INVESTMENT_FRAUD,Mumbai,Maharashtra,80262.29,28499,0
CASE_008281,CROSS_BORDER,DIGITAL_ARREST,Chennai,Tamil Nadu,307595.82,29633,0
CASE_008282,CROSS_STATE,INVESTMENT_FRAUD,Ahmedabad,Gujarat,230379.23,18808,0
CASE_008283,FAN_OUT,UPI_FRAUD,Chennai,Tamil Nadu,357235.05,208928,0
CASE_008284,DIRECT_CASHOUT,ROMANCE_FRAUD,Ahmedabad,Gujarat,28585.61,221532,0
CASE_008285,DIRECT_CASHOUT,UPI_FRAUD,Mumbai,Maharashtra,132788.13,107783,0
CASE_008286,MULTI_HOP,ROMANCE_FRAUD,Delhi,Delhi,27147.95,133681,0
CASE_008287,MULTI_HOP,JOB_FRAUD,Delhi,Delhi,68795.41,35089,0
CASE_008288,FAN_OUT,INVESTMENT_FRAUD,Ahmedabad,Gujarat,3000.0,107934,0
CASE_008289,DIRECT_CASHOUT,DIGITAL_ARREST,Pune,Maharashtra,450352.39,183453,0
CASE_008290,FAN_IN,ROMANCE_FRAUD,Delhi,Delhi,19950.59,171401,0
CASE_008291,MULTI_HOP,DIGITAL_ARREST,Delhi,Delhi,27898.29,98215,0
CASE_008292,FAN_IN,DIGITAL_ARREST,Kolkata,West Bengal,29680.14,203981,0
CASE_008293,CROSS_STATE,PHISHING,Bengaluru,Karnataka,146093.1,30907,0
CASE_008294,ADAPTIVE,REMOTE_ACCESS,Nashik,Maharashtra,20097.35,92312,1
CASE_008295,ADAPTIVE,UPI_FRAUD,Kolkata,West Bengal,80404.79,180559,1
CASE_008296,MULTI_HOP,JOB_FRAUD,Pune,Maharashtra,5794.18,199438,0
CASE_008297,MULTI_HOP,ROMANCE_FRAUD,Nagpur,Maharashtra,68001.14,93964,0
CASE_008298,DIRECT_CASHOUT,UPI_FRAUD,Delhi,Delhi,935672.81,199183,0
CASE_008299,MULTI_HOP,REMOTE_ACCESS,Ahmedabad,Gujarat,4507.88,173001,0
CASE_008300,DIGITAL_ASSET,INVESTMENT_FRAUD,Nashik,Maharashtra,76623.76,171347,0
CASE_008301,CROSS_STATE,REMOTE_ACCESS,Ahmedabad,Gujarat,6949.81,175964,0
CASE_008302,MULTI_HOP,UPI_FRAUD,Nashik,Maharashtra,31615.66,144775,0
CASE_008303,MULTI_HOP,PHISHING,Kolkata,West Bengal,4249.33,244116,0
CASE_008304,FAN_IN,REMOTE_ACCESS,Mumbai,Maharashtra,53601.76,122574,0
CASE_008305,DIRECT_CASHOUT,REMOTE_ACCESS,Hyderabad,Telangana,31190.97,102248,0
CASE_008306,DIGITAL_ASSET,REMOTE_ACCESS,Nashik,Maharashtra,18103.72,254378,0
CASE_008307,DIRECT_CASHOUT,DIGITAL_ARREST,Chennai,Tamil Nadu,163472.65,42385,0
CASE_008308,FAN_IN,JOB_FRAUD,Hyderabad,Telangana,135658.48,136700,0
CASE_008309,MULTI_HOP,JOB_FRAUD,Kolkata,West Bengal,5666.01,37236,0
CASE_008310,DIGITAL_ASSET,INVESTMENT_FRAUD,Hyderabad,Telangana,637050.14,69525,0
CASE_008311,FAN_IN,JOB_FRAUD,Mumbai,Maharashtra,156500.74,89353,0
CASE_008312,CROSS_STATE,DIGITAL_ARREST,Bengaluru,Karnataka,59332.8,123871,0
CASE_008313,CROSS_BORDER,ROMANCE_FRAUD,Hyderabad,Telangana,105904.55,57758,0
CASE_008314,ADAPTIVE,PHISHING,Delhi,Delhi,23501.64,88171,1
CASE_008315,DIGITAL_ASSET,REMOTE_ACCESS,Delhi,Delhi,38073.79,25431,0
CASE_008316,FAN_IN,ROMANCE_FRAUD,Kolkata,West Bengal,74246.57,150046,0
CASE_008317,CROSS_BORDER,DIGITAL_ARREST,Nagpur,Maharashtra,152389.69,221821,0
CASE_008318,DIRECT_CASHOUT,REMOTE_ACCESS,Ahmedabad,Gujarat,132058.84,181883,0
CASE_008319,CROSS_BORDER,DIGITAL_ARREST,Nashik,Maharashtra,49688.06,220325,0
CASE_008320,DIGITAL_ASSET,DIGITAL_ARREST,Kolkata,West Bengal,54263.08,120913,0
CASE_008321,DIGITAL_ASSET,ROMANCE_FRAUD,Pune,Maharashtra,10527.79,85367,0
CASE_008322,CROSS_STATE,PHISHING,Nashik,Maharashtra,232005.6,193803,0
CASE_008323,MULTI_HOP,REMOTE_ACCESS,Bengaluru,Karnataka,22706.95,163526,0
CASE_008324,DIRECT_CASHOUT,REMOTE_ACCESS,Kolkata,West Bengal,7163.21,129784,0
CASE_008325,DIGITAL_ASSET,REMOTE_ACCESS,Bengaluru,Karnataka,153591.92,22531,0
CASE_008326,DIGITAL_ASSET,PHISHING,Hyderabad,Telangana,11024.68,49206,0
CASE_008327,CROSS_BORDER,PHISHING,Nashik,Maharashtra,59807.9,187753,0
CASE_008328,DIRECT_CASHOUT,UPI_FRAUD,Kolkata,West Bengal,7496.16,167179,0
CASE_008329,MULTI_HOP,UPI_FRAUD,Nagpur,Maharashtra,451306.24,247442,0
CASE_008330,DIGITAL_ASSET,DIGITAL_ARREST,Pune,Maharashtra,188607.01,120681,0
CASE_008331,DIGITAL_ASSET,DIGITAL_ARREST,Hyderabad,Telangana,81538.09,200399,0
CASE_008332,MULTI_HOP,UPI_FRAUD,Delhi,Delhi,17679.13,47118,0
CASE_008333,FAN_IN,INVESTMENT_FRAUD,Hyderabad,Telangana,326383.56,76967,0
CASE_008334,FAN_IN,ROMANCE_FRAUD,Hyderabad,Telangana,299651.57,235279,0
CASE_008335,FAN_IN,ROMANCE_FRAUD,Pune,Maharashtra,12336.35,175395,0
CASE_008336,MULTI_HOP,PHISHING,Ahmedabad,Gujarat,605731.66,28405,0
CASE_008337,MULTI_HOP,ROMANCE_FRAUD,Ahmedabad,Gujarat,8025.83,135526,0
CASE_008338,DIGITAL_ASSET,PHISHING,Mumbai,Maharashtra,64977.18,11508,0
CASE_008339,DIRECT_CASHOUT,DIGITAL_ARREST,Nashik,Maharashtra,336688.18,151619,0
CASE_008340,DIGITAL_ASSET,UPI_FRAUD,Nashik,Maharashtra,5716.55,4583,0
CASE_008341,DIRECT_CASHOUT,INVESTMENT_FRAUD,Chennai,Tamil Nadu,4088.55,28293,0
CASE_008342,CROSS_BORDER,JOB_FRAUD,Pune,Maharashtra,19176.71,9424,0
CASE_008343,ADAPTIVE,DIGITAL_ARREST,Nagpur,Maharashtra,40812.6,167887,1
CASE_008344,MULTI_HOP,JOB_FRAUD,Chennai,Tamil Nadu,19424.41,137729,0
CASE_008345,CROSS_STATE,DIGITAL_ARREST,Bengaluru,Karnataka,155621.8,121575,0
CASE_008346,DIRECT_CASHOUT,ROMANCE_FRAUD,Delhi,Delhi,19198.52,39154,0
CASE_008347,DIRECT_CASHOUT,UPI_FRAUD,Nagpur,Maharashtra,30426.25,40026,0
CASE_008348,CROSS_STATE,JOB_FRAUD,Delhi,Delhi,111919.42,82147,0
CASE_008349,FAN_OUT,DIGITAL_ARREST,Kolkata,West Bengal,109093.95,237599,0
CASE_008350,FAN_IN,PHISHING,Ahmedabad,Gujarat,1899730.9,26869,0
CASE_008351,DIGITAL_ASSET,ROMANCE_FRAUD,Mumbai,Maharashtra,7312.88,253502,0
CASE_008352,MULTI_HOP,UPI_FRAUD,Pune,Maharashtra,127721.02,23147,0
CASE_008353,CROSS_BORDER,DIGITAL_ARREST,Nashik,Maharashtra,20527.09,142495,0
CASE_008354,CROSS_BORDER,ROMANCE_FRAUD,Nashik,Maharashtra,11803.99,191554,0
CASE_008355,FAN_OUT,JOB_FRAUD,Pune,Maharashtra,23795.83,85075,0
CASE_008356,FAN_IN,ROMANCE_FRAUD,Hyderabad,Telangana,225438.9,31687,0
CASE_008357,FAN_OUT,JOB_FRAUD,Pune,Maharashtra,179793.66,83043,0
CASE_008358,CROSS_STATE,UPI_FRAUD,Delhi,Delhi,717411.22,118369,0
CASE_008359,FAN_IN,PHISHING,Hyderabad,Telangana,23335.17,206096,0
CASE_008360,MULTI_HOP,UPI_FRAUD,Ahmedabad,Gujarat,50283.08,107568,0
CASE_008361,DIGITAL_ASSET,JOB_FRAUD,Nashik,Maharashtra,231007.14,64639,0
CASE_008362,FAN_OUT,REMOTE_ACCESS,Hyderabad,Telangana,255717.2,150135,0
CASE_008363,FAN_IN,PHISHING,Chennai,Tamil Nadu,334761.51,60941,0
CASE_008364,DIRECT_CASHOUT,REMOTE_ACCESS,Chennai,Tamil Nadu,156831.14,76488,0
CASE_008365,FAN_IN,DIGITAL_ARREST,Delhi,Delhi,7662.34,185729,0
CASE_008366,MULTI_HOP,UPI_FRAUD,Chennai,Tamil Nadu,10427.89,144025,0
CASE_008367,ADAPTIVE,ROMANCE_FRAUD,Kolkata,West Bengal,63225.38,84274,1
CASE_008368,FAN_IN,INVESTMENT_FRAUD,Chennai,Tamil Nadu,4844.44,213341,0
CASE_008369,MULTI_HOP,PHISHING,Bengaluru,Karnataka,37300.1,144881,0
CASE_008370,FAN_IN,PHISHING,Nashik,Maharashtra,185605.59,88429,0
CASE_008371,MULTI_HOP,INVESTMENT_FRAUD,Mumbai,Maharashtra,20997.17,238598,0
CASE_008372,MULTI_HOP,DIGITAL_ARREST,Nagpur,Maharashtra,21454.25,55883,0
CASE_008373,FAN_IN,ROMANCE_FRAUD,Nagpur,Maharashtra,12171.46,135017,0
CASE_008374,MULTI_HOP,INVESTMENT_FRAUD,Hyderabad,Telangana,6846.83,177188,0
CASE_008375,CROSS_STATE,ROMANCE_FRAUD,Mumbai,Maharashtra,4131.28,212808,0
CASE_008376,MULTI_HOP,INVESTMENT_FRAUD,Pune,Maharashtra,21517.78,164740,0
CASE_008377,CROSS_STATE,REMOTE_ACCESS,Mumbai,Maharashtra,7975.37,59380,0
CASE_008378,DIGITAL_ASSET,INVESTMENT_FRAUD,Chennai,Tamil Nadu,26605.32,144544,0
CASE_008379,CROSS_STATE,INVESTMENT_FRAUD,Pune,Maharashtra,96923.91,2447,0
CASE_008380,MULTI_HOP,ROMANCE_FRAUD,Ahmedabad,Gujarat,227759.02,237232,0
CASE_008381,MULTI_HOP,REMOTE_ACCESS,Nagpur,Maharashtra,66194.56,61880,0
CASE_008382,ADAPTIVE,INVESTMENT_FRAUD,Pune,Maharashtra,40281.71,40650,1
CASE_008383,FAN_OUT,DIGITAL_ARREST,Mumbai,Maharashtra,33087.34,23134,0
CASE_008384,FAN_OUT,ROMANCE_FRAUD,Ahmedabad,Gujarat,73417.48,236538,0
CASE_008385,CROSS_BORDER,PHISHING,Nagpur,Maharashtra,23255.97,129142,0
CASE_008386,CROSS_STATE,JOB_FRAUD,Mumbai,Maharashtra,27945.94,75332,0
CASE_008387,FAN_OUT,ROMANCE_FRAUD,Hyderabad,Telangana,16076.32,193752,0
CASE_008388,CROSS_BORDER,PHISHING,Ahmedabad,Gujarat,18572.06,39925,0
CASE_008389,FAN_OUT,INVESTMENT_FRAUD,Chennai,Tamil Nadu,26171.73,34270,0
CASE_008390,MULTI_HOP,INVESTMENT_FRAUD,Ahmedabad,Gujarat,14297.87,9057,0
CASE_008391,FAN_IN,PHISHING,Kolkata,West Bengal,30557.54,202140,0
CASE_008392,CROSS_STATE,JOB_FRAUD,Chennai,Tamil Nadu,45983.5,91796,0
CASE_008393,MULTI_HOP,JOB_FRAUD,Nagpur,Maharashtra,5617.79,149848,0
CASE_008394,ADAPTIVE,ROMANCE_FRAUD,Nashik,Maharashtra,33648.59,229930,1
CASE_008395,DIRECT_CASHOUT,UPI_FRAUD,Mumbai,Maharashtra,65249.68,15230,0
CASE_008396,CROSS_STATE,INVESTMENT_FRAUD,Bengaluru,Karnataka,24611.68,242422,0
CASE_008397,MULTI_HOP,UPI_FRAUD,Ahmedabad,Gujarat,103797.9,19654,0
CASE_008398,DIGITAL_ASSET,DIGITAL_ARREST,Mumbai,Maharashtra,103650.59,238713,0
CASE_008399,ADAPTIVE,PHISHING,Kolkata,West Bengal,27948.45,82716,1
CASE_008400,MULTI_HOP,DIGITAL_ARREST,Pune,Maharashtra,84679.73,245746,0
CASE_008401,FAN_IN,DIGITAL_ARREST,Bengaluru,Karnataka,24631.64,25574,0
CASE_008402,FAN_OUT,ROMANCE_FRAUD,Chennai,Tamil Nadu,18286.52,189665,0
CASE_008403,MULTI_HOP,REMOTE_ACCESS,Mumbai,Maharashtra,24041.59,162599,0
CASE_008404,DIGITAL_ASSET,PHISHING,Bengaluru,Karnataka,49663.2,189937,0
CASE_008405,FAN_OUT,REMOTE_ACCESS,Hyderabad,Telangana,49694.41,101059,0
CASE_008406,FAN_OUT,PHISHING,Mumbai,Maharashtra,85062.5,32515,0
CASE_008407,CROSS_STATE,REMOTE_ACCESS,Mumbai,Maharashtra,39719.34,110700,0
CASE_008408,DIRECT_CASHOUT,INVESTMENT_FRAUD,Delhi,Delhi,24112.16,171276,0
CASE_008409,DIRECT_CASHOUT,ROMANCE_FRAUD,Delhi,Delhi,7268.9,44536,0
CASE_008410,MULTI_HOP,REMOTE_ACCESS,Nagpur,Maharashtra,114544.38,213727,0
CASE_008411,ADAPTIVE,ROMANCE_FRAUD,Mumbai,Maharashtra,111277.75,221579,1
CASE_008412,MULTI_HOP,JOB_FRAUD,Nashik,Maharashtra,327386.05,44567,0
CASE_008413,MULTI_HOP,ROMANCE_FRAUD,Bengaluru,Karnataka,111218.69,146666,0
CASE_008414,FAN_OUT,REMOTE_ACCESS,Ahmedabad,Gujarat,14450.64,168757,0
CASE_008415,DIRECT_CASHOUT,REMOTE_ACCESS,Ahmedabad,Gujarat,49084.57,119954,0
CASE_008416,MULTI_HOP,DIGITAL_ARREST,Kolkata,West Bengal,265685.59,208762,0
CASE_008417,DIRECT_CASHOUT,INVESTMENT_FRAUD,Hyderabad,Telangana,71915.42,41363,0
CASE_008418,MULTI_HOP,PHISHING,Delhi,Delhi,15288.19,208449,0
CASE_008419,MULTI_HOP,INVESTMENT_FRAUD,Ahmedabad,Gujarat,741698.7,63007,0
CASE_008420,FAN_IN,UPI_FRAUD,Mumbai,Maharashtra,241138.94,88375,0
CASE_008421,CROSS_STATE,JOB_FRAUD,Mumbai,Maharashtra,59046.82,212931,0
CASE_008422,DIRECT_CASHOUT,PHISHING,Nagpur,Maharashtra,22928.1,114154,0
CASE_008423,DIGITAL_ASSET,REMOTE_ACCESS,Ahmedabad,Gujarat,38771.44,254950,0
CASE_008424,MULTI_HOP,JOB_FRAUD,Chennai,Tamil Nadu,17748.78,167741,0
CASE_008425,MULTI_HOP,UPI_FRAUD,Mumbai,Maharashtra,59099.86,19660,0
CASE_008426,MULTI_HOP,INVESTMENT_FRAUD,Nashik,Maharashtra,8364.58,187810,0
CASE_008427,ADAPTIVE,PHISHING,Pune,Maharashtra,218074.69,194411,1
CASE_008428,ADAPTIVE,INVESTMENT_FRAUD,Hyderabad,Telangana,34534.96,98631,1
CASE_008429,MULTI_HOP,ROMANCE_FRAUD,Nashik,Maharashtra,8160.04,58755,0
CASE_008430,CROSS_STATE,REMOTE_ACCESS,Bengaluru,Karnataka,381611.8,174735,0
CASE_008431,DIRECT_CASHOUT,REMOTE_ACCESS,Mumbai,Maharashtra,109581.67,57282,0
CASE_008432,FAN_OUT,PHISHING,Bengaluru,Karnataka,231996.9,212624,0
CASE_008433,CROSS_STATE,JOB_FRAUD,Hyderabad,Telangana,76074.66,254071,0
CASE_008434,FAN_OUT,DIGITAL_ARREST,Bengaluru,Karnataka,94567.11,116399,0
CASE_008435,FAN_IN,JOB_FRAUD,Kolkata,West Bengal,52246.28,24613,0
CASE_008436,CROSS_STATE,REMOTE_ACCESS,Chennai,Tamil Nadu,8625.02,14960,0
CASE_008437,FAN_IN,REMOTE_ACCESS,Nashik,Maharashtra,20527.66,225627,0
CASE_008438,MULTI_HOP,REMOTE_ACCESS,Mumbai,Maharashtra,37131.45,9099,0
CASE_008439,FAN_IN,DIGITAL_ARREST,Nagpur,Maharashtra,123097.42,122260,0
CASE_008440,FAN_OUT,INVESTMENT_FRAUD,Nagpur,Maharashtra,126795.31,176991,0
CASE_008441,CROSS_STATE,ROMANCE_FRAUD,Nashik,Maharashtra,62212.27,69633,0
CASE_008442,ADAPTIVE,PHISHING,Chennai,Tamil Nadu,87500.87,175899,1
CASE_008443,CROSS_STATE,PHISHING,Nagpur,Maharashtra,37678.04,77670,0
CASE_008444,CROSS_BORDER,PHISHING,Delhi,Delhi,53062.55,55358,0
CASE_008445,MULTI_HOP,PHISHING,Ahmedabad,Gujarat,21828.98,109590,0
CASE_008446,DIRECT_CASHOUT,UPI_FRAUD,Delhi,Delhi,80023.34,209176,0
CASE_008447,DIRECT_CASHOUT,DIGITAL_ARREST,Bengaluru,Karnataka,114720.76,1921,0
CASE_008448,MULTI_HOP,JOB_FRAUD,Pune,Maharashtra,73385.71,254764,0
CASE_008449,FAN_IN,UPI_FRAUD,Nagpur,Maharashtra,95303.8,206738,0
CASE_008450,DIRECT_CASHOUT,JOB_FRAUD,Chennai,Tamil Nadu,26130.45,151793,0
CASE_008451,FAN_IN,INVESTMENT_FRAUD,Nashik,Maharashtra,26442.44,93733,0
CASE_008452,MULTI_HOP,JOB_FRAUD,Mumbai,Maharashtra,29091.6,7461,0
CASE_008453,FAN_OUT,UPI_FRAUD,Pune,Maharashtra,38941.85,254250,0
CASE_008454,FAN_OUT,PHISHING,Hyderabad,Telangana,41021.18,219988,0
CASE_008455,DIRECT_CASHOUT,PHISHING,Kolkata,West Bengal,8560.69,135840,0
CASE_008456,DIGITAL_ASSET,UPI_FRAUD,Pune,Maharashtra,167604.43,65310,0
CASE_008457,ADAPTIVE,JOB_FRAUD,Chennai,Tamil Nadu,532616.06,134180,1
CASE_008458,FAN_OUT,INVESTMENT_FRAUD,Mumbai,Maharashtra,16751.65,235803,0
CASE_008459,DIGITAL_ASSET,DIGITAL_ARREST,Mumbai,Maharashtra,172145.0,214835,0
CASE_008460,FAN_IN,PHISHING,Kolkata,West Bengal,17744.19,74661,0
CASE_008461,CROSS_STATE,ROMANCE_FRAUD,Nagpur,Maharashtra,67781.73,143905,0
CASE_008462,FAN_IN,UPI_FRAUD,Nashik,Maharashtra,237465.58,177115,0
CASE_008463,FAN_IN,ROMANCE_FRAUD,Chennai,Tamil Nadu,3703.46,122162,0
